ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,I agree to participate in a research study conducted by the Massachusetts Institute of Technology. I...,I understand that this survey will test my reading comprehension (really whether I'm reading at all)...,attention_1-1,attention_1-2,attention_1-3,y,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,epc_2017,epc_2021,epc_2025,epc_2029,epc_2033,epc_2037,epc_2041,epc_2045,ly,ly_1949,ly_1953,ly_1957,ly_1961,ly_1965,ly_1969,ly_1973,ly_1977,ly_1981,ly_1985,ly_1989,ly_1993,ly_1997,ly_2001,ly_2005,ly_2009,ly_2013,ly_2017,ly_2021,ly_2025,ly_2029,ly_2033,ly_2037,ly_2041,ly_2045,yl,yl_1949,yl_1953,yl_1957,yl_1961,yl_1965,yl_1969,yl_1973,yl_1977,yl_1981,yl_1985,yl_1989,yl_1993,yl_1997,yl_2001,yl_2005,yl_2009,yl_2013,yl_2017,yl_2021,yl_2025,yl_2029,yl_2033,yl_2037,yl_2041,yl_2045,econ_weight_pres-Year 1,econ_weight_pres-Year 2,econ_weight_pres-Year 3,econ_weight_pres-Year 4,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,Thanks again! Any comments? (optional),how_responsible-Year 1,how_responsible-Year 2,how_responsible-Year 3,how_responsible-Year 4,v_1949,v_1953,v_1957,v_1961,v_1965,v_1969,v_1973,v_1977,v_1981,v_1985,v_1989,v_1993,v_1997,v_2001,v_2005,v_2009,v_2013,v_2017,v_2021,v_2025,v_2029,v_2033,v_2037,v_2041,v_2045
R_4HLmEP1rLpBVCra,Default Response Set,Anonymous,,,0,6/4/2011 6:23,6/4/2011 6:36,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,4,3,3,1,3,1,3,4,3,3,3,4,3,3,1,4,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,35,15,15,35,20,24,26,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9YMydFtiImQ8NV2,Default Response Set,Anonymous,,,0,6/4/2011 6:48,6/4/2011 6:55,1,1101,1,1,1,1,,1,3,1,2,4,1,4,3,4,1,4,2,2,4,3,4,4,3,4,2,1,4,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,10,50,13,12,30,45,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a4SBxMNBZ37cTeA,Default Response Set,Anonymous,,,0,6/4/2011 7:19,6/4/2011 7:25,1,1101,1,1,1,1,,1,3,2,2,2,4,3,2,2,4,2,4,4,2,2,4,2,3,2,4,4,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,40,20,5,25,30,40,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_819RDO0hAOINuok,Default Response Set,Anonymous,,,0,6/4/2011 8:18,6/4/2011 8:23,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,4,3,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0rq8H3AePw2R6Ly,Default Response Set,Anonymous,,,0,6/4/2011 8:18,6/4/2011 8:29,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,3,3,2,4,2,4,3,4,4,3,4,4,4,3,4,3,3,2,1,2,3,20,25,25,30,20,20,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0MxxJcp3NchgsLO,Default Response Set,Anonymous,,,0,6/4/2011 8:31,6/4/2011 8:36,1,1101,1,1,1,1,,1,3,2,3,3,4,3,3,4,3,3,4,3,4,3,4,3,4,3,4,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,40,20,20,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_79cNo8yZwk2ftUE,Default Response Set,Anonymous,,,0,6/4/2011 8:40,6/4/2011 8:42,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,25,40,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3dF6PgYCP1OCGYk,Default Response Set,Anonymous,,,0,6/4/2011 8:43,6/4/2011 8:49,1,1101,1,1,1,1,,1,3,2,3,3,3,3,3,3,2,3,4,3,3,3,4,3,4,2,3,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,20,50,30,30,20,20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4HLgvnQUpzfBmEA,Default Response Set,Anonymous,,,0,6/4/2011 9:09,6/4/2011 9:15,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,3,2,3,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,23,24,25,28,23,24,25,28,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_72SrRFbKY9pcg6g,Default Response Set,Anonymous,,,0,6/4/2011 9:13,6/4/2011 9:18,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,3,3,2,3,3,3,3,3,3,3,4,3,3,2,4,2,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,20,50,20,10,10,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bw78O6jvYc4XtZO,Default Response Set,Anonymous,,,0,6/4/2011 9:37,6/4/2011 9:44,1,1101,1,1,1,1,,1,3,2,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,2,3,4,2,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,20,20,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5ndoSZobNW6HkkA,Default Response Set,Anonymous,,,0,6/4/2011 10:03,6/4/2011 10:09,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,4,3,3,3,4,3,3,4,3,3,2,3,3,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ezEZHHM42HTGoKg,Default Response Set,Anonymous,,,0,6/4/2011 10:08,6/4/2011 10:20,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,2,3,2,4,2,3,3,2,2,3,3,2,3,2,3,2,3,2,2,2,3,25,25,25,25,20,25,25,30,,,1,,1,,I wish there were more degrees between the options.  Like a scale of 1-10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cu2eeZJHOvHH3SY,Default Response Set,Anonymous,,,0,6/4/2011 10:15,6/4/2011 10:20,1,1101,1,1,1,1,,1,3,2,3,3,3,4,2,3,2,4,3,3,3,3,4,4,3,2,4,4,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,15,40,30,30,30,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3sfN1kec07e7mvO,Default Response Set,Anonymous,,,0,6/4/2011 10:16,6/4/2011 10:21,1,1101,1,1,1,1,,1,3,2,3,3,3,3,3,4,2,4,4,4,3,4,4,4,4,2,4,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,25,50,15,15,25,45,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3mebUulENH9yoBu,Default Response Set,Anonymous,,,0,6/4/2011 10:20,6/4/2011 10:24,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,4,2,3,2,4,3,3,4,4,4,3,4,3,4,2,4,3,3,2,2,2,3,25,10,15,50,10,10,30,50,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3QzemeyWnCWRxhW,Default Response Set,Anonymous,,,0,6/4/2011 10:31,6/4/2011 10:36,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,4,1,3,3,4,1,3,3,1,4,3,4,2,3,3,3,2,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,30,10,15,25,40,20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eaCnH2PCbfZOUAs,Default Response Set,Anonymous,,,0,6/4/2011 10:30,6/4/2011 10:38,1,1101,1,1,1,1,,1,4,2,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,2,4,3,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,20,35,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1BsMtCGYiiLMBLK,Default Response Set,Anonymous,,,0,6/4/2011 11:00,6/4/2011 11:05,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,4,4,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Ybkeg0YrZ9JQrO,Default Response Set,Anonymous,,,0,6/4/2011 11:01,6/4/2011 11:07,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,1,2,2,3,3,3,3,2,1,1,4,3,2,3,3,4,3,1,2,2,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_881bfbVKSZQeMuw,Default Response Set,Anonymous,,,0,6/4/2011 11:15,6/4/2011 11:20,1,1101,1,1,1,1,,1,4,2,3,2,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cHp08yg72JGr0ji,Default Response Set,Anonymous,,,0,6/4/2011 11:16,6/4/2011 11:21,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,3,3,3,4,3,3,4,4,4,3,4,3,4,3,4,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,25,30,10,25,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2aylNQfmIaVjHLe,Default Response Set,Anonymous,,,0,6/4/2011 11:18,6/4/2011 11:22,1,1101,1,1,1,1,,1,3,2,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,40,20,20,20,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9vEGm3lN1cWmJAU,Default Response Set,Anonymous,,,0,6/4/2011 11:17,6/4/2011 11:24,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,4,3,4,4,3,4,4,4,3,3,4,4,4,2,4,3,3,2,1,2,3,25,25,25,25,15,15,20,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6WE1XW1cpd4SjT6,Default Response Set,Anonymous,,,0,6/4/2011 11:36,6/4/2011 11:45,1,1101,1,1,1,1,,1,3,1,2,4,1,4,4,4,1,2,3,2,4,3,4,4,4,4,3,1,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,25,50,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d6lqkKAasBhW3d2,Default Response Set,Anonymous,,,0,6/4/2011 11:36,6/4/2011 11:49,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,4,1,3,2,4,1,3,2,2,4,3,4,3,3,3,3,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,30,20,20,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0D1RiR1XPeBnd2c,Default Response Set,Anonymous,,,0,6/4/2011 11:45,6/4/2011 11:51,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,2,2,1,2,2,2,25,25,25,25,25,25,25,25,,,1,,1,,Survey should pay more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0lDlJtDydn5jPNi,Default Response Set,Anonymous,,,0,6/4/2011 12:07,6/4/2011 12:19,1,1101,1,1,1,1,,1,2,1,1,3,3,2,1,3,1,2,3,2,2,1,4,1,3,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,10,20,30,40,,,1,,1,,Thank you for the privilege of assisting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cZpILlnRrVl0f8U,Default Response Set,Anonymous,,,0,6/4/2011 12:18,6/4/2011 12:23,1,1101,1,1,1,1,,1,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,25,40,10,15,15,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6tWGVMjCpw0pIDW,Default Response Set,Anonymous,,,0,6/4/2011 12:19,6/4/2011 12:23,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,3,3,3,4,3,4,4,4,3,3,4,4,4,3,4,4,4,3,2,3,4,40,10,10,40,10,10,10,70,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a9nJlKikF1ifakc,Default Response Set,Anonymous,,,0,6/4/2011 12:21,6/4/2011 12:27,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,1,1,2,2,2,3,3,2,1,3,3,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50,15,10,20,20,10,50,,,1,,1,,"If anyone is making below 40,000.00, something really needs to be done.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dcaW2PP3lP3yArW,Default Response Set,Anonymous,,,0,6/4/2011 12:21,6/4/2011 12:27,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4,2,4,4,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,20,60,20,20,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9pgTagqITLwtRcw,Default Response Set,Anonymous,,,0,6/4/2011 12:13,6/4/2011 12:29,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,2,2,2,4,3,3,2,4,2,3,4,3,2,1,4,4,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,34,80,15,5,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eLNZA65qI95IbR2,Default Response Set,Anonymous,,,0,6/4/2011 12:30,6/4/2011 12:35,1,1101,1,1,1,1,,1,4,3,4,2,3,3,3,4,3,3,4,4,4,3,4,4,4,2,4,4,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,20,50,10,15,45,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9Xr7bzaJdGWE9o0,Default Response Set,Anonymous,,,0,6/4/2011 12:28,6/4/2011 12:37,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,4,3,4,2,4,3,3,3,2,4,4,4,4,4,2,3,3,3,2,1,2,3,15,15,15,55,0,25,30,45,,,1,,1,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_787ZR6a3IefJ3De,Default Response Set,Anonymous,,,0,6/4/2011 12:24,6/4/2011 12:39,1,1101,1,1,1,1,,1,2,1,2,1,4,1,1,1,3,2,2,3,2,1,3,2,2,2,1,3,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,20,30,25,25,25,25,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dbZUoPn5X02WNmI,Default Response Set,Anonymous,,,0,6/4/2011 12:57,6/4/2011 13:01,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4O8zd0Y48GOrO8k,Default Response Set,Anonymous,,,0,6/4/2011 13:09,6/4/2011 13:16,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,4,2,4,3,4,3,3,4,3,4,2,3,3,3,3,2,2,3,25,25,25,25,10,20,35,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_38jkCNBwJmWrRfm,Default Response Set,Anonymous,,,0,6/4/2011 13:15,6/4/2011 13:21,1,1101,1,1,1,1,,1,4,3,3,3,2,3,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3JVLw6S9d7lGbw8,Default Response Set,Anonymous,,,0,6/4/2011 13:35,6/4/2011 13:39,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,4,2,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,70,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8wx0pt5Yhbb2g0k,Default Response Set,Anonymous,,,0,6/4/2011 13:39,6/4/2011 13:57,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,15,20,30,35,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aa6ZOCEpJRRKiiM,Default Response Set,Anonymous,,,0,6/4/2011 13:40,6/4/2011 13:57,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,2,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,25,30,20,25,20,25,30,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0CmGetLshu1tJmA,Default Response Set,Anonymous,,,0,6/4/2011 13:53,6/4/2011 14:03,1,1101,1,1,1,1,,1,3,2,3,2,3,1,2,2,2,2,2,3,1,2,3,2,2,1,3,3,3,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,,,,1,"Thank you, I don't think I understood the question correctly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8pjkPmCF8rNE17K,Default Response Set,Anonymous,,,0,6/4/2011 14:29,6/4/2011 14:32,1,1101,1,1,1,1,,1,3,2,2,3,2,3,3,4,1,3,2,2,3,3,4,3,3,2,3,2,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,40,40,10,20,40,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e4LxMFMfWuTtaok,Default Response Set,Anonymous,,,0,6/4/2011 14:18,6/4/2011 14:34,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,4,4,2,1,2,3,20,25,25,30,30,20,20,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7WGNxLrdqc7YeHy,Default Response Set,Anonymous,,,0,6/4/2011 14:41,6/4/2011 14:46,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dnD467utL4mVUri,Default Response Set,Anonymous,,,0,6/4/2011 15:17,6/4/2011 15:21,1,1101,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,2,4,3,4,1,3,4,3,4,4,4,4,4,3,3,2,3,2,2,2,3,10,10,20,60,0,0,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Gz67WUAOno5pek,Default Response Set,Anonymous,,,0,6/4/2011 16:20,6/4/2011 16:31,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,4,3,4,2,4,3,3,3,4,4,3,4,3,3,2,3,3,2,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,20,60,0,20,20,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8H9M1htnLAr0PQ0,Default Response Set,Anonymous,,,0,6/4/2011 16:36,6/4/2011 16:49,1,1101,1,1,1,1,,1,3,2,3,3,3,4,3,4,3,3,4,4,3,3,4,4,4,4,4,3,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,30,25,30,20,15,40,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b4qFKPRw0dTLAEY,Default Response Set,Anonymous,,,0,6/4/2011 16:52,6/4/2011 16:58,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,1,4,3,4,1,3,2,2,4,3,4,3,3,3,2,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,25,50,10,15,75,0,,,,,,1,Interesting survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3OW9Wt3Ora4lApu,Default Response Set,Anonymous,,,0,6/4/2011 17:17,6/4/2011 17:22,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,4,2,4,3,3,3,3,4,3,3,2,4,3,3,2,2,3,3,30,10,10,50,30,25,15,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0oBfMoQ9Kp2928A,Default Response Set,Anonymous,,,0,6/4/2011 17:25,6/4/2011 17:28,1,1101,1,1,,,1,1,3,2,3,3,2,2,3,2,1,3,3,2,2,2,4,3,2,2,3,2,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25,30,30,25,50,10,15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_blnlZRY2ssZzhKQ,Default Response Set,Anonymous,,,0,6/4/2011 17:44,6/4/2011 17:51,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,4,1,3,2,3,3,3,4,3,4,3,4,3,4,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,30,50,20,30,30,20,,,1,,1,,Nope!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dikUzdQ89GQoqsA,Default Response Set,Anonymous,,,0,6/4/2011 17:48,6/4/2011 17:53,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,4,3,3,3,2,4,4,4,4,3,3,3,4,2,4,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25,30,30,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eJu020A7tnjlQ6E,Default Response Set,Anonymous,,,0,6/4/2011 17:45,6/4/2011 17:57,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,3,3,4,4,4,3,3,4,3,3,2,3,3,4,2,2,2,3,10,30,30,30,20,25,25,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_em2wkVdDLbguxus,Default Response Set,Anonymous,,,0,6/4/2011 17:53,6/4/2011 18:02,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,4,3,3,2,4,4,4,4,4,3,4,4,4,4,2,4,4,4,2,2,3,4,10,20,30,40,25,35,20,20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
